time_s,ue_id,cpu_j,radio_j,total_j
57.5981,21,29.4835,28.2637,57.7472
57.774,19,21.7837,31.1888,52.9724
57.7796,9,22.0859,20.1557,42.2417
57.7902,10,31.8094,26.9278,58.7372
57.8417,14,28.0555,23.3984,51.454
57.9609,11,19.7733,21.3633,41.1365
57.999,23,28.125,28.1445,56.2695
58.0267,7,19.1898,24.2513,43.441
58.0467,5,28.4546,34.4401,62.8946
58.0785,8,23.1555,26.5619,49.7174
58.0979,10,31.8094,26.9278,58.7372
58.229,6,19.9437,26.1956,46.1392
58.31,10,31.8094,26.9278,58.7372
58.4505,6,19.9437,26.1956,46.1392
58.5311,12,30.9296,27.4211,58.3507
58.7581,19,23.9237,32.4688,56.3925
58.8307,12,30.9296,27.4211,58.3507
58.8676,7,20.1,24.8913,44.9913
58.9029,11,20.7823,22.0033,42.7856
58.9687,19,23.9237,32.4688,56.3925
59.0241,22,36.8616,33.1798,70.0414
59.1846,22,36.8616,33.1798,70.0414
59.4202,10,33.7748,28.2078,61.9826
59.4918,10,33.7748,28.2078,61.9826
59.631,8,25.1715,27.8419,53.0134
59.9213,24,22.9493,20.939,43.8883
60.0097,5,29.3753,35.0801,64.4553
60.0308,22,37.8446,33.8198,71.6644
60.2569,8,25.1715,27.8419,53.0134
60.3418,9,23.0339,20.7957,43.8297
60.3926,12,31.9764,28.0611,60.0376
60.4498,7,21.0841,25.5313,46.6154
60.66,21,30.5326,28.9037,59.4363
60.7545,23,31.2931,30.0645,61.3576
60.7752,22,38.8352,34.4598,73.295
60.9088,13,23.4514,23.4915,46.9429
61.0704,14,29.0663,24.0384,53.1047
61.1074,23,31.2931,30.0645,61.3576
61.13,18,29.8977,26.089,55.9867
61.1871,24,24.9838,22.219,47.2028
61.3238,23,31.2931,30.0645,61.3576
61.3597,24,26.0813,22.859,48.9403
61.4972,18,30.9951,26.729,57.7242
61.7903,17,32.1215,32.7696,64.8912
61.9682,24,29.1385,24.779,53.9174
62.0013,18,30.9951,26.729,57.7242
62.0336,12,34.0616,29.3411,63.4028
62.1744,13,24.3599,24.1315,48.4914
62.1746,24,29.1385,24.779,53.9174
62.2073,14,30.142,24.6784,54.8204
62.3749,24,29.1385,24.779,53.9174
62.4535,9,23.9362,21.4357,45.3719
62.5138,24,29.1385,24.779,53.9174
62.6319,12,34.9925,29.9811,64.9736
62.7612,17,34.0752,34.0496,68.1248
62.9567,17,34.0752,34.0496,68.1248
63.083,14,31.1916,25.3184,56.51
63.1346,12,34.9925,29.9811,64.9736
63.3838,11,21.8031,22.6433,44.4464
63.7129,15,23.3275,23.2469,46.5745
63.8584,20,26.7734,32.0599,58.8333
64.0023,22,41.6393,36.3798,78.0191
